code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
600618,氯碱化工,-4.598,9.96,10.12,10.24,9.73,10.44,5341819.0,0.7123900000000001,53575809.0,-35.108,4.537,1151774.376096,746840.616096
600617,国新能源,-0.285,6.99,6.9,7.05,6.5,7.01,1868000.0,0.20792000000000002,12683574.0,20.409,2.037,758179.920708,627991.626456
600616,金枫酒业,-2.893,7.05,7.15,7.15,6.96,7.26,2049235.0,0.3982,14477813.0,54.231,1.795,362806.53036,362806.53036
600615,丰华股份,-2.502,11.3,11.16,11.35,11.09,11.59,1280053.0,0.6822400000000001,14370607.0,230.612,3.602,212463.17404,212015.69404
600614,鹏起科技,0.0,10.16,0.0,0.0,0.0,10.16,0.0,0.0,0.0,203.2,3.676,1780818.138128,1311524.562112
600613,神奇制药,-2.304,7.21,7.2,7.4,7.02,7.38,1971501.0,0.41131,14287936.0,21.206,1.588,385065.643788,345589.704138
600612,老凤祥,-1.577,40.58,41.0,41.23,39.54,41.23,1126310.0,0.35518000000000005,45591923.0,20.074,3.9210000000000003,2122811.886312,1286830.87854
600611,大众交通,-3.233,4.49,4.55,4.57,4.42,4.64,11388806.0,0.7285,51264008.0,18.708,1.129,1061491.165936,701929.047436
600610,中毅达,10.05,4.38,4.12,4.38,4.03,3.98,17976228.0,4.78633,77120915.0,995.455,4.018,469218.27699,164501.67042
600609,金杯汽车,-2.662,5.12,5.14,5.35,4.98,5.26,7501936.0,0.68657,38485433.0,-26.947,-12.995,559445.571584,559445.571584
600606,绿地控股,-7.009,7.43,7.72,7.81,7.26,7.99,169790180.0,5.26748,1279327531.0,12.593,1.553,9040938.708055,2394962.635012
600605,汇通能源,-1.657,12.46,12.49,12.56,12.16,12.67,362100.0,0.24575000000000002,4472011.0,74.167,3.145,183591.361632,183591.361632
600604,市北高新,-5.1,6.14,6.3,6.37,6.06,6.47,10112682.0,0.97001,62773066.0,32.316,2.003,1150209.149656,640113.397896
600603,广汇物流,-5.689,7.46,7.66,7.77,7.43,7.91,14488815.0,5.31702,110452760.0,10.507,1.161,655640.617958,203284.021248
600602,云赛智联,-3.495,6.35,6.48,6.49,6.25,6.58,3325584.0,0.37809000000000004,21195229.0,35.475,2.292,868472.643925,558528.611795
600601,方正科技,-2.878,2.7,2.71,2.74,2.68,2.78,12083475.0,0.5505300000000001,32724456.0,90.301,1.601,592620.62508,592620.62508
600600,青岛啤酒,-4.642,35.74,36.39,36.64,35.08,37.48,6105094.0,0.8772800000000001,219703479.0,46.295,2.725,4828412.50933,2487195.267158
600599,熊猫金控,-3.917,17.17,17.16,17.6,17.1,17.87,1195556.0,0.72021,20668583.0,143.083,4.015,285022.0,285022.0
600598,北大荒,-7.236,10.0,10.47,10.51,9.8,10.78,30238374.0,1.701,307721613.0,24.155,2.925,1777679.909,1777679.909
600597,光明乳业,-4.262,12.58,12.9,12.9,12.2,13.14,13088613.0,1.06907,163784413.0,27.348,3.052,1540405.286322,1540171.927322
600596,新安股份,-6.555,11.12,11.51,11.8,10.85,11.9,31544505.0,4.64447,354465102.0,97.373,1.816,784421.071896,755253.311896
600595,中孚实业,-2.358,4.14,4.14,4.19,4.01,4.24,16928440.0,0.9720400000000001,69492930.0,138.0,1.461,811946.759598,720997.726842
600594,益佰制药,-3.729,8.52,8.7,8.78,8.36,8.85,12164117.0,1.53601,104539105.0,17.531,1.603,674722.1448,674722.1448
600593,大连圣亚,-0.327,30.46,30.19,30.63,29.41,30.56,2503859.0,2.72159,74643639.0,83.521,5.93,280232.0,280232.0
600592,龙溪股份,-3.951,7.78,7.71,7.99,7.69,8.1,4268195.0,1.06824,33381778.0,50.356,1.609,310852.678238,310852.678238
600590,泰豪科技,-2.665,8.4,8.39,8.55,8.26,8.63,4177938.0,0.8205600000000001,35135753.0,44.211,1.4889999999999999,560246.89056,427689.34152
600589,广东榕泰,-3.291,5.29,5.4,5.4,5.22,5.47,3145001.0,0.50153,16677823.0,37.786,1.229,373106.784599,331728.156498
600588,用友网络,-5.777,24.3,24.9,25.34,23.67,25.79,18937809.0,1.31418,463094031.0,173.571,6.946,3558049.28073,3501726.12594
600587,新华医疗,-2.978,13.03,13.17,13.23,12.88,13.43,2367711.0,0.58684,30894795.0,144.778,1.6320000000000001,529575.802573,525717.068404
600586,金晶科技,-4.657,3.89,4.0,4.03,3.8,4.08,10166143.0,0.70918,39899201.0,146.241,1.348,567279.5169,557632.5892
600585,海螺水泥,-5.848,30.75,31.08,31.29,29.43,32.66,86950620.0,2.17393,2634844496.0,19.099,1.9540000000000002,16295355.430425,12299085.430425
600584,长电科技,-2.222,17.16,17.01,17.71,16.81,17.55,21252704.0,2.15858,367100563.0,171.6,2.5380000000000003,2333492.309148,1689522.12
600583,海油工程,-7.519,6.15,6.41,6.47,6.1,6.65,37789500.0,0.8547,236681349.0,20.5,1.184,2719133.202,2719133.202
600582,天地科技,-8.009,4.25,4.55,4.57,4.16,4.62,31595953.0,0.7634500000000001,136882655.0,18.889,1.225,1758900.2791,1758900.2791
600581,八一钢铁,-8.696,14.28,15.0,15.5,14.08,15.64,54754284.0,7.14389,803575173.0,297.5,3.569,1094489.07918,1094489.07918
600580,卧龙电气,-2.183,7.17,7.2,7.3,6.98,7.33,10972836.0,0.9880700000000001,78500585.0,36.048,1.603,924141.003162,796248.028212
600579,天华院,-10.024,7.36,7.96,7.96,7.36,8.18,6733831.0,1.63985,51108884.0,368.0,2.5380000000000003,302228.113664,302228.113664
600578,京能电力,-3.235,3.29,3.35,3.38,3.25,3.4,6210154.0,0.1345,20482551.0,11.75,1.004,2219675.636353,1519098.593866
600577,精达股份,-2.957,3.61,3.6,3.67,3.55,3.72,10053296.0,0.51415,36379360.0,32.818,2.414,705872.052806,705872.052806
600576,祥源文化,-1.318,5.99,5.96,6.12,5.9,6.07,5000700.0,1.04224,29944663.0,35.235,2.051,392525.674573,287403.074002
600575,皖江物流,-1.592,3.71,3.69,3.73,3.58,3.77,7740509.0,0.24769000000000002,28367882.0,30.917,1.7069999999999999,1441802.855115,1159424.012068
600573,惠泉啤酒,-3.477,6.94,6.98,7.09,6.84,7.19,1601022.0,0.64041,11140403.0,694.0,1.579,173500.0,173500.0
600572,康恩贝,-0.457,6.53,6.48,6.54,6.15,6.56,15353960.0,0.74616,97699116.0,36.278,3.556,1741760.0906,1343703.009991
600571,信雅达,-3.756,8.2,8.26,8.41,8.01,8.52,5569422.0,1.31273,45968315.0,29.286,3.108,360536.95876,347894.88264
600570,恒生电子,-2.689,43.43,42.71,43.8,41.5,44.63,14592762.0,2.36203,627087298.0,1447.667,9.692,2683127.89674,2683127.89674
600569,安阳钢铁,-9.16,4.76,5.12,5.18,4.72,5.24,116210424.0,4.85488,569883956.0,93.333,1.956,1139393.816764,1139393.816764
600568,中珠医疗,0.0,6.49,0.0,0.0,0.0,6.49,0.0,0.0,0.0,14.264,2.129,1293372.422969,1083224.664071
600567,山鹰纸业,-7.66,4.46,4.65,4.74,4.43,4.83,180301539.0,3.9450600000000002,822946483.0,49.556,2.088,2038359.748302,2038359.748302
600566,济川药业,-4.959,36.99,38.0,38.48,36.71,38.92,5626032.0,0.69489,209589936.0,31.615,7.632,2994799.172301,2994799.172301
600565,迪马股份,-3.133,3.71,3.76,3.77,3.57,3.83,29948377.0,1.26572,110598783.0,11.242,1.209,898652.147064,877826.544364
600563,法拉电子,-2.204,39.5,39.47,41.5,39.04,40.39,2801703.0,1.2452,112944122.0,22.832,4.139,888750.0,888750.0
600562,国睿科技,-3.826,16.59,16.81,17.42,16.25,17.25,3794683.0,1.15817,63766341.0,33.857,4.542,794215.263198,543564.61446
600561,江西长运,-3.134,7.11,7.21,7.22,7.05,7.34,1498305.0,0.6320300000000001,10656946.0,-17.341,1.197,168552.504,168552.504
600560,金自天正,-5.2,9.48,9.71,9.73,9.42,10.0,1363157.0,0.6095200000000001,13009865.0,106.757,2.868,212015.934,212015.934
600559,老白干酒,1.165,26.05,25.0,26.16,24.8,25.75,8006251.0,2.2875,204503093.0,104.2,6.86,1141146.750665,911750.0
600558,大西洋,-3.125,4.96,5.0,5.1,4.92,5.12,6866259.0,0.76495,34359288.0,100.202,2.386,445211.996176,445211.996176
600557,康缘药业,-4.143,11.57,11.74,11.83,11.42,12.07,3233801.0,0.54029,37562676.0,18.967,2.093,713231.632997,692500.638895
600555,海航创新,0.66,3.05,3.0,3.11,2.88,3.03,11879640.0,1.2203,35966111.0,-20.333,2.894,397567.5,296917.5
600552,凯盛科技,-4.676,6.32,6.5,6.64,6.21,6.63,5749634.0,0.7760400000000001,36995960.0,32.081,2.031,484775.329504,468245.02064
600551,时代出版,-5.697,11.09,11.53,11.65,11.04,11.76,2641400.0,0.5222,30026408.0,13.934,1.115,560960.253264,560960.253264
600550,保变电气,-5.085,5.6,5.79,5.83,5.5,5.9,9849176.0,0.6418,55629806.0,78.873,18.301,859379.95752,859379.95752
600549,厦门钨业,-8.676,22.0,23.58,23.71,21.68,24.09,27499353.0,2.54253,620574280.0,161.884,3.482,2391749.14,2379462.8
600548,深高速,-4.147,8.32,8.55,8.56,8.11,8.68,3639571.0,0.25393000000000004,30226539.0,15.522,1.354,1814400.911232,1192480.911232
600547,山东黄金,-6.273,25.55,27.28,27.8,24.57,27.26,40041322.0,2.75862,1038357316.0,33.182,2.925,4744938.556995,3708584.30383
600546,山煤国际,-9.96,4.52,4.81,4.81,4.52,5.02,23608510.0,1.19087,108679679.0,28.25,1.8679999999999999,896070.17528,896070.17528
600545,卓郎智能,0.108,9.25,9.13,9.32,9.0,9.24,6608751.0,0.97794,60590225.0,-27.416,6.411,1753257.020375,625101.84465
600543,莫高股份,-1.643,8.38,8.43,8.52,8.22,8.52,2116295.0,0.6590400000000001,17758325.0,139.667,2.392,269098.56,269098.56
600538,国发股份,-0.377,5.28,5.19,5.3,5.13,5.3,2516556.0,0.5418900000000001,13102886.0,-75.429,3.829,245203.82568,245203.82568
600537,亿晶光电,9.893,4.11,3.88,4.11,3.8,3.74,17265281.0,1.4676900000000002,70370193.0,13.258,1.34,483483.659148,483483.659148
600536,中国软件,-4.637,11.31,11.52,11.72,11.05,11.86,9299779.0,1.8804,105642560.0,53.857,3.064,559350.506442,559350.506442
600535,天士力,-1.67,32.97,32.99,33.9,32.66,33.53,4445697.0,0.43043000000000003,147467596.0,30.248,4.19,3562328.969766,3405282.230238
600533,栖霞建设,-4.728,4.03,4.17,4.17,4.01,4.23,8228300.0,0.7836500000000001,33548322.0,21.655,1.072,423150.0,423150.0
600532,宏达矿业,0.996,9.13,8.81,9.18,8.62,9.04,5308974.0,1.33986,47191766.0,41.5,2.534,471168.00236,361762.0072
600531,豫光金铅,-9.763,6.47,6.97,7.1,6.45,7.17,42933913.0,3.9380100000000002,287949827.0,32.35,2.251,705386.984198,705386.984198
600530,交大昂立,-3.766,5.11,5.23,5.23,5.03,5.31,6705250.0,0.85965,34235515.0,29.034,2.44,398580.0,398580.0
600529,山东药玻,-3.351,18.75,19.1,19.47,18.74,19.4,3577899.0,1.39012,68104588.0,25.338,1.786,569165.574375,482587.708125
600528,中铁工业,-9.165,10.01,10.75,10.75,9.92,11.02,20212587.0,1.38518,206654081.0,87.043,1.56,2223773.139588,1460659.2
600527,江南高纤,-3.118,4.35,4.3,4.49,4.26,4.49,17289796.0,2.15559,75394582.0,48.333,1.6840000000000002,418508.88465,348908.88465
600526,菲达环保,-4.005,7.67,7.8,7.93,7.65,7.99,3390560.0,0.8332900000000001,26303178.0,95.875,1.646,419859.383424,312084.20815
600525,长园集团,-0.817,13.35,13.16,13.6,13.0,13.46,9885592.0,0.79366,131950852.0,25.189,2.247,1768443.99792,1662841.707855
600523,贵航股份,-4.126,12.78,13.1,13.1,12.5,13.33,1992901.0,0.6905300000000001,25571626.0,21.3,1.7069999999999999,369078.4764,368835.0174
600522,中天科技,-0.619,11.23,11.07,11.3,10.88,11.3,49062413.0,1.7964,545028001.0,18.47,1.995,3443199.441083,3067076.470618
600521,华海药业,-1.589,25.4,25.4,25.6,24.5,25.81,6598415.0,0.64251,165853762.0,51.837,5.6370000000000005,2647925.44328,2608510.76214
600520,文一科技,-4.08,16.22,16.16,16.58,15.79,16.91,4296062.0,2.71165,69863055.0,202.75,6.025,256973.46,256973.46
600519,贵州茅台,-2.505,683.43,680.0,689.89,658.0,700.99,10557826.0,0.8404600000000001,7160206330.0,51.347,10.177,85852326.2454,85852326.2454
600518,康美药业,0.049,20.52,20.2,20.57,19.3,20.51,27087216.0,0.6151700000000001,538121929.0,30.765,3.614,10207168.5411,9035349.914232
600517,置信电气,-2.439,4.8,4.85,4.86,4.71,4.92,7097172.0,0.57027,34082124.0,13.714,1.923,650960.55504,597370.6992
600516,方大炭素,-1.044,26.54,26.49,27.35,26.0,26.82,97837770.0,5.69102,2614954151.0,663.5,5.754,4747460.279212,4562651.643212
600515,海航基础,0.0,11.16,0.0,0.0,0.0,11.16,0.0,0.0,0.0,18.295,1.355,4360873.18536,1850657.628456
600513,联环药业,-3.243,7.46,7.57,7.58,7.24,7.71,1602848.0,0.5615,11906501.0,25.724,2.483,212950.37742,212950.37742
600512,腾达建设,0.0,3.83,0.0,0.0,0.0,3.83,0.0,0.0,0.0,54.714,1.298,612379.784656,570734.207269
600511,国药股份,-3.422,27.38,27.85,28.0,26.68,28.35,5054110.0,1.82036,137935912.0,23.94,2.661,2099864.465124,760187.700388
600510,黑牡丹,-2.473,6.31,6.34,6.39,6.16,6.47,2335103.0,0.29353,14636001.0,18.029,0.896,660716.960775,501974.8237
600509,天富能源,-2.97,5.88,5.99,6.0,5.81,6.06,4285100.0,0.47313000000000005,25262972.0,16.8,1.077,677032.029996,532549.592568
600508,上海能源,-7.302,11.68,12.2,12.27,11.45,12.6,13432608.0,1.8586200000000002,159002750.0,18.839,0.932,844134.624,844134.624
600507,方大特钢,7.079,16.79,16.28,17.25,16.15,15.68,152903004.0,11.53034,2550711354.0,8.745,4.571,2226510.121815,2226510.121815
600506,香梨股份,-9.994,14.14,15.0,15.0,14.14,15.71,4763000.0,3.22463,68384016.0,-242.123,7.856,208857.518422,208857.518422
600505,西昌电力,-1.868,5.78,5.76,5.84,5.68,5.89,1494314.0,0.40989000000000003,8591540.0,37.606,1.964,210720.015,210720.015
600503,华丽家族,-3.804,5.31,5.43,5.46,5.2,5.52,17932368.0,1.11917,95545588.0,66.045,2.409,850815.99,850815.99
600502,安徽水利,-4.079,6.35,6.5,6.52,6.15,6.62,14624803.0,1.927,92948081.0,18.676,1.536,910780.644145,481927.97061
600501,航天晨光,-4.26,8.09,8.25,8.37,7.94,8.45,3124344.0,0.76787,25492856.0,269.667,1.553,340818.4324,329168.8324
600500,中化国际,-5.683,6.97,7.19,7.2,6.9,7.39,17389117.0,0.83481,122666515.0,232.333,1.264,1451859.831687,1451859.831687
600499,科达洁能,-4.849,8.83,9.0,9.13,8.66,9.28,23201548.0,1.64379,207139694.0,41.07,2.987,1392672.634866,1246322.996326
600498,烽火通信,-2.786,25.12,25.11,25.7,24.81,25.84,7915842.0,0.77722,200401498.0,34.411,3.012,2798214.702688,2558428.456992
600497,驰宏锌锗,-9.987,6.67,7.14,7.2,6.67,7.41,117885364.0,2.73522,802977188.0,-16.225,3.023,3395891.475856,2874702.090062
600496,精工钢构,-2.865,3.39,3.43,3.45,3.38,3.49,12505342.0,0.8279200000000001,42616618.0,46.759,1.344,512040.9228,512040.9228
600495,晋西车轴,-4.264,4.94,5.09,5.09,4.81,5.16,10661281.0,0.8824200000000001,53049427.0,247.0,1.911,596846.297684,596846.297684
600493,凤竹纺织,-0.286,6.98,6.85,7.14,6.7,7.0,2079510.0,0.76453,14525584.0,33.655,2.757,189856.0,189856.0
600491,龙元建设,-4.064,8.97,9.01,9.12,8.82,9.35,7913015.0,0.83506,70906838.0,32.036,2.008,1132103.7,849997.2
600490,鹏欣资源,-7.311,7.1,7.49,7.53,7.02,7.66,24648330.0,1.6570900000000002,178613848.0,236.667,2.41,1342870.47202,1056089.28984
600489,中金黄金,-5.176,8.61,9.17,9.27,8.26,9.08,45205914.0,1.3098800000000002,397884606.0,78.273,2.199,2971429.119729,2971429.119729
600488,天药股份,-1.856,4.23,4.25,4.29,4.2,4.31,1779900.0,0.18524000000000002,7543454.0,64.091,1.722,461868.06564,406441.64808
600487,亨通光电,-3.038,32.55,32.5,33.4,32.01,33.57,28532605.0,2.29866,933709125.0,30.693,4.359,4426069.535685,4040330.806575
600486,扬农化工,-4.758,46.24,47.4,47.8,45.27,48.55,4169183.0,1.34534,194964800.0,32.632,3.841,1432972.545968,1432972.545968
600485,信威集团,0.0,14.59,0.0,0.0,0.0,14.59,0.0,0.0,0.0,28.058,3.498,4265740.718938,2380275.574817
600483,福能股份,-4.526,6.54,6.75,6.82,6.51,6.85,2728316.0,0.21682,18085574.0,9.909,0.998,1014893.925396,822959.149242
600482,中国动力,-0.083,24.01,23.62,24.03,23.1,24.03,9773533.0,1.07531,231358357.0,33.817,1.626,4163504.163672,2182277.250678
600481,双良节能,-2.162,3.62,3.67,3.67,3.57,3.7,4825200.0,0.29776,17423325.0,36.345,2.942,586619.482496,586619.482496
600480,凌云股份,-4.301,12.46,12.65,12.93,12.33,13.02,4674500.0,1.2923200000000001,58850635.0,26.511,1.518,567018.423636,450696.688148
600479,千金药业,-4.527,13.92,14.2,14.38,13.9,14.58,3781768.0,1.24066,53256539.0,32.485,2.735,485468.255952,424308.3264
600478,科力远,-2.721,5.72,5.75,5.85,5.55,5.88,7990841.0,0.62672,45509594.0,-37.632,6.456,840660.78096,729320.039448
600477,杭萧钢构,-6.924,8.2,8.63,8.66,8.15,8.81,17550724.0,1.39291,147647720.0,18.981,4.25,1127024.90512,1033201.02172
600476,湘邮科技,-2.193,12.04,12.01,12.54,11.91,12.31,1619500.0,1.00546,19718573.0,860.0,9.675,193928.28,193928.28
600475,华光股份,-5.021,11.35,11.76,11.76,11.25,11.95,1448706.0,1.03114,16654311.0,26.934,1.405,634910.159485,159462.36753
600470,六国化工,-3.992,5.05,5.19,5.21,5.0,5.26,4941236.0,0.94732,25159517.0,-21.042,1.306,263408.0,263408.0
600469,风神股份,-4.873,4.49,4.65,4.65,4.31,4.72,3311716.0,0.58884,14959760.0,29.933,1.151,252523.536678,252523.536678
600468,百利电气,-3.314,4.96,5.03,5.09,4.84,5.13,3526357.0,0.44166000000000005,17534298.0,49.699,2.261,402312.304928,396021.75864
600467,好当家,-2.827,2.75,2.77,2.77,2.7,2.83,9774581.0,0.6690400000000001,26679784.0,91.667,1.343,401773.4336,401773.4336
600466,蓝光发展,-8.648,9.19,9.63,9.8,9.05,10.06,37914939.0,4.29605,354707772.0,22.437,2.126,1961419.070741,811067.226171
600463,空港股份,-1.491,9.91,9.85,9.92,9.62,10.06,2926000.0,1.16111,28614291.0,105.65,2.06,297300.0,249732.0
600462,九有股份,-1.613,3.66,3.66,3.71,3.58,3.72,4734798.0,0.8870300000000001,17242638.0,290.476,6.595,195363.48,195363.48
600461,洪城水业,-3.442,5.61,5.76,5.76,5.56,5.81,2933399.0,0.49384000000000006,16592852.0,18.7,1.4100000000000001,442962.023625,333234.0
600460,士兰微,-8.686,12.51,13.29,13.65,12.46,13.7,90258487.0,7.23708,1181860188.0,156.375,6.026,1641389.079114,1560207.168
600459,贵研铂业,-6.462,17.08,17.62,17.98,16.81,18.26,4007902.0,1.53573,69746044.0,53.375,2.331,445749.983336,445749.983336
600458,时代新材,-4.403,7.6,7.84,7.89,7.47,7.95,4712033.0,0.7124100000000001,36150975.0,25.333,1.259,610126.59552,502680.78992
600456,宝钛股份,-8.593,17.02,17.62,17.99,16.81,18.62,6696905.0,1.55646,114591395.0,198.6,2.169,732312.2214,732312.2214
600455,博通股份,-1.616,30.44,30.94,30.94,29.8,30.94,86600.0,0.13865000000000002,2613509.0,-190.25,14.16,190122.152,190122.152
600452,涪陵电力,-0.798,29.82,29.85,29.9,29.1,30.06,815639.0,0.5097700000000001,24026217.0,28.4,4.411,477120.0,477120.0
600449,宁夏建材,-9.968,11.29,11.78,11.99,11.29,12.54,18403141.0,3.84857,211537026.0,93.615,1.199,539866.396418,539866.396418
600448,华纺股份,-1.598,4.31,4.31,4.37,4.2,4.38,2534654.0,0.60011,10786385.0,215.5,2.112,226210.228458,182038.927531
600446,金证股份,-4.235,13.34,13.6,13.6,12.95,13.93,8458793.0,1.05549,112518079.0,47.389,7.603,1138182.785656,1069080.273
600439,瑞贝卡,-0.183,5.46,5.3,5.49,5.1,5.47,12748302.0,1.12619,68106988.0,30.016,2.549,618064.05024,618064.05024
600438,通威股份,-4.531,8.85,8.96,9.13,8.71,9.27,37257881.0,1.33902,333837408.0,27.502,2.668,3435899.4147,2462496.046965
600436,片仔癀,-0.754,69.78,69.0,69.91,67.0,70.31,5450026.0,0.90334,373207495.0,78.404,10.428,4209947.49138,4209947.49138
600435,北方导航,-4.564,9.2,9.41,9.54,8.99,9.64,13137113.0,0.88209,122025041.0,306.667,6.692,1370174.4,1370174.4
600433,冠豪高新,-2.747,3.54,3.58,3.58,3.48,3.64,8497907.0,0.71394,30005118.0,39.333,1.786,450045.666822,421359.12
600429,三元股份,-2.848,5.8,5.86,5.89,5.67,5.97,3187200.0,0.36014,18446511.0,82.386,1.786,868583.30708,513300.0
600428,中远海特,-5.805,5.03,5.2,5.24,5.0,5.34,13278735.0,0.7855200000000001,67912043.0,209.583,1.148,1079765.337813,850294.535679
600426,华鲁恒升,-3.416,16.4,16.32,16.8,15.28,16.98,44689055.0,2.7679300000000002,712260093.0,23.362,2.991,2657396.222,2647829.21312
600422,昆药集团,-3.098,7.82,7.93,7.96,7.77,8.07,4844355.0,0.7141400000000001,38085995.0,15.143,1.705,616754.50084,530470.758828
600420,现代制药,-1.125,10.55,10.58,10.68,10.31,10.67,5983400.0,1.03975,63021338.0,10.755,1.951,1170804.64076,607117.47822
600419,天润乳业,-2.535,36.14,36.4,37.08,35.66,37.08,434808.0,0.48582000000000003,15754226.0,47.553,4.542,374255.753326,323449.22337
600418,江淮汽车,-2.667,7.3,7.35,7.48,7.18,7.5,11696618.0,0.8080900000000001,85663657.0,10.139,1.012,1382117.84541,1056629.17717
600416,湘电股份,-2.916,7.99,7.97,8.13,7.79,8.23,10287409.0,1.22329,81911835.0,47.0,1.172,755721.625675,671931.372178
600415,小商品城,-5.784,5.05,5.24,5.32,5.02,5.36,19447196.0,0.35727000000000003,100055202.0,26.579,2.509,2748823.15888,2748823.15888
600410,华胜天成,-3.102,9.06,9.1,9.32,8.9,9.35,9879717.0,0.90317,89643347.0,239.683,2.039,999173.568198,991068.310998
600409,三友化工,-10.028,9.51,10.2,10.31,9.51,10.57,80443333.0,4.34738,788935885.0,23.066,2.047,1963196.325048,1759716.598137
600406,国电南瑞,-5.043,15.44,15.98,16.15,14.7,16.26,28730784.0,1.30254,442043725.0,25.733,4.173,6487842.555448,3405683.561488
600405,动力源,0.0,5.07,5.06,5.28,4.92,5.07,8081533.0,1.46067,41248201.0,81.774,2.157,284954.507136,280510.652136
600400,红豆股份,-2.826,6.19,6.32,6.32,6.14,6.37,1867258.0,0.13116,11572905.0,56.273,2.4859999999999998,1120061.449037,881243.239177
600399,抚顺特钢,0.0,5.5,0.0,0.0,0.0,5.5,0.0,0.0,0.0,64.252,3.366,715000.0,621292.54
600398,海澜之家,-8.26,11.44,11.9,12.29,11.24,12.47,46906633.0,1.04405,550705757.0,16.343,4.956,5139715.065056,5139715.065056
600397,安源煤业,-4.778,2.79,2.86,2.87,2.75,2.93,8694480.0,0.8782700000000001,24403229.0,-1.343,2.002,276198.807078,276198.807078
600396,金山股份,-2.985,2.6,2.66,2.67,2.53,2.68,5406300.0,0.4642,14030154.0,178.082,1.163,382903.77242,302807.74368
600395,盘江股份,-9.875,6.48,7.0,7.09,6.47,7.19,34927914.0,2.11038,232187673.0,54.915,1.607,1072473.605928,1072473.605928
600393,粤泰股份,0.162,6.18,6.05,6.22,5.87,6.17,17854769.0,1.8067900000000001,107808404.0,47.538,2.6470000000000002,1567401.18366,610711.031136
600392,盛和资源,-6.138,13.61,13.99,14.2,13.3,14.5,31239144.0,3.31964,431143437.0,-389.971,3.622,1837524.906193,1280754.600263
600391,航发科技,-5.235,14.3,14.6,14.99,13.7,15.09,5103648.0,1.54595,73491354.0,110.0,2.68,472084.99481,472084.99481
600390,五矿资本,-1.325,10.43,10.16,10.45,9.81,10.57,10201848.0,1.98658,102761558.0,3.023,1.26,3909568.560926,535619.871164
600389,江山股份,-5.02,16.27,16.67,16.94,15.7,17.13,2607099.0,0.8778100000000001,42752924.0,92.234,3.372,483219.0,483219.0
600388,龙净环保,-3.47,13.91,14.1,14.41,13.7,14.41,9870232.0,0.9294700000000001,137873844.0,22.435,3.481,1487048.55,1477137.675
600387,海越股份,-6.045,7.15,7.33,7.5,7.1,7.61,3183049.0,0.8252400000000001,23347157.0,71.5,2.588,332998.71176,275782.65
600386,北巴传媒,-2.826,4.47,4.51,4.55,4.33,4.6,3737162.0,0.46344,16546242.0,15.414,2.0,360460.8,360460.8
600385,山东金泰,-0.52,9.56,9.33,9.73,9.26,9.61,1220600.0,0.8549200000000001,11476543.0,478.0,21.071,141590.433488,136491.766184
600383,金地集团,-5.476,12.6,12.9,13.06,12.12,13.33,74332017.0,1.64649,931336862.0,9.0,1.545,5688375.30072,5688375.30072
600382,广东明珠,-2.884,12.46,12.64,12.66,12.27,12.83,3747408.0,1.09655,46575586.0,24.92,1.161,581663.628532,425816.2636
600381,青海春天,-4.49,9.36,9.5,9.64,9.12,9.8,6153340.0,2.90374,57735317.0,26.0,2.697,590385.726216,198348.399288
600380,健康元,-3.584,11.03,11.09,11.24,10.8,11.44,23051808.0,1.4755800000000001,254219141.0,38.166,2.348,1735877.434016,1723134.452956
600379,宝光股份,-2.628,7.41,7.41,7.58,7.27,7.61,2169100.0,0.91966,16129644.0,48.368,3.531,174770.97066,174770.97066
600378,天科股份,0.0,13.65,0.0,0.0,0.0,13.65,0.0,0.0,0.0,151.667,5.305,405668.84358,405668.84358
600377,宁沪高速,-3.799,9.37,9.61,9.69,9.28,9.74,9496638.0,0.25004000000000004,89245446.0,14.107,2.054,4720369.4075,3558708.529635
600376,首开股份,-6.125,8.89,9.28,9.38,8.66,9.47,11536473.0,0.45316000000000006,103531675.0,15.346,1.114,2293233.500138,2263225.061552
600375,华菱星马,-2.743,4.61,4.61,4.68,4.52,4.74,5364210.0,0.9652400000000001,24670208.0,32.929,0.9430000000000001,256196.415217,256196.415217
600373,中文传媒,-4.381,15.06,15.3,15.42,14.86,15.75,6200859.0,0.45001,93743881.0,16.021,1.76,2075177.67765,2075177.67765
600372,中航电子,-4.872,11.13,11.56,11.56,11.0,11.7,5245067.0,0.29816000000000004,58827267.0,42.53,3.157,1957948.349994,1957948.349994
600371,万向德农,-5.829,8.24,8.48,8.64,8.0,8.75,1708744.0,0.75924,14205505.0,34.333,4.166,185449.44,185449.44
600370,三房巷,-2.326,2.94,2.95,2.97,2.9,3.01,4953400.0,0.6213200000000001,14535294.0,50.342,1.853,234389.80362,234389.80362
600369,西南证券,-4.825,4.34,4.48,4.5,4.3,4.56,23617922.0,0.41838000000000003,104039257.0,27.125,1.263,2449977.359816,2449977.359816
600368,五洲交通,-3.929,4.89,5.01,5.01,4.82,5.09,5740205.0,0.68844,28229528.0,18.356,1.266,407728.949148,407728.949148
600367,红星发展,-4.606,9.32,9.5,9.55,9.23,9.77,3599334.0,1.23604,33855367.0,59.175,2.378,271398.4,271398.4
600366,宁波韵升,-2.638,15.5,15.54,15.77,15.3,15.92,5095895.0,0.9422200000000001,79179528.0,10.466,1.846,863461.48375,838299.6037
