code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
300523,辰安科技,-1.563,37.8,37.8,39.85,36.0,38.4,1648080.0,1.62284,63152209.0,32.586,6.973,544320.0,383879.7333
300522,世名科技,0.0,0.0,0.0,0.0,0.0,15.89,0.0,0.0,0.0,14.315,3.271,190689.534,82750.59135
300521,爱司凯,-3.411,11.61,11.66,11.85,11.4,12.02,985272.0,1.03862,11466184.0,17.328,3.436,167184.0,110136.43062
300520,科大国创,-4.713,17.79,18.13,18.49,17.29,18.67,3666478.0,3.25469,65774166.0,24.708,7.014,360069.6,200407.891989
300519,新光药业,-1.264,16.41,16.27,16.48,16.03,16.62,397800.0,0.40263000000000004,6473283.0,9.653,3.8890000000000002,262560.0,162130.8
300518,盛讯达,0.08,49.93,49.11,49.98,44.9,49.89,1514139.0,3.23622,72584529.0,40.926,4.298,466046.62,233608.514565
300517,海波重科,-3.189,14.57,14.67,14.86,14.2,15.05,901592.0,2.2003500000000003,13118645.0,29.14,2.47,149196.8,59700.575
300516,久之洋,-5.306,36.23,37.39,37.39,35.62,38.26,511380.0,1.08573,18630777.0,27.656,3.777,434760.0,170643.3
300515,三德科技,-3.196,9.39,9.5,9.5,9.21,9.7,1280500.0,1.40394,11993547.0,23.617,4.189,187800.0,85643.8425
300514,友讯达,-8.27,26.4,27.7,28.44,26.4,28.78,4242936.0,16.97174,116007026.0,45.291,5.72,264000.0,66000.0
300513,恒泰实达,-4.845,29.46,30.5,30.5,29.0,30.96,308460.0,0.50161,9161281.0,50.819,6.665,358987.776,181162.03104
300512,中亚股份,-3.338,14.77,14.99,15.18,14.63,15.28,958800.0,1.232,14273119.0,21.1,2.938,398790.0,114947.408317
300511,雪榕生物,-0.68,19.0,18.92,19.23,18.51,19.13,611850.0,0.64951,11584462.0,25.0,3.23,434245.0,178983.5587
300510,金冠电气,1.319,26.11,26.04,26.6,25.52,25.77,1473792.0,1.99005,38320043.0,76.794,2.6109999999999998,590825.845127,193365.871426
300509,新美星,-1.544,21.04,21.02,21.25,20.58,21.37,345000.0,1.3118,7251495.0,25.975,2.914,168320.0,55334.5688
300508,维宏股份,-2.223,56.31,56.28,57.3,55.15,57.59,457862.0,3.09569,25789081.0,67.124,6.4030000000000005,319953.42,83284.258134
300507,苏奥传感,-4.753,20.64,21.15,21.39,20.08,21.67,849536.0,1.44076,17699962.0,13.063,2.949,247692.384,121702.5216
300506,名家汇,-0.263,18.98,18.62,19.07,18.1,19.03,2337808.0,1.90873,43407236.0,52.722,8.39,569400.0,232466.80275
300505,川金诺,-4.733,23.55,24.0,24.37,23.13,24.72,1012500.0,2.66954,24085433.0,35.483,3.402,219862.8,89320.103235
300503,昊志机电,-5.357,10.6,10.56,11.01,10.56,11.2,2418050.0,2.33611,26011118.0,16.061,3.725,268838.26,109717.8334
300502,新易盛,-1.28,22.37,22.28,23.25,21.9,22.66,4303573.0,3.45064,96929743.0,15.428,4.89,531829.9725,278994.758805
300501,海顺新材,-3.747,28.0,28.86,28.86,27.61,29.09,395506.0,1.64514,11161230.0,22.222,3.175,188324.64,67314.24
300500,启迪设计,-5.117,26.7,27.44,27.45,26.41,28.14,1547764.0,3.56924,41717856.0,24.953,4.443,328303.2,115781.88
300499,高澜股份,-5.676,14.79,14.98,15.38,14.4,15.68,775889.0,1.1472,11609478.0,29.58,2.911,177488.874,100029.912483
300498,温氏股份,-3.474,21.95,22.2,23.0,21.95,22.74,13059115.0,0.36834000000000006,290634249.0,8.099,3.838,11458681.918265,7782103.7881
300497,富祥股份,-1.793,39.98,39.85,40.47,39.2,40.71,1252450.0,2.12365,49926253.0,24.832,5.004,449016.3795,235787.6472
300496,中科创达,-2.708,25.15,24.43,26.09,24.03,25.85,5543912.0,2.48538,140493106.0,82.757,8.116,1015754.73433,560998.11823
300495,美尚生态,0.0,0.0,0.0,0.0,0.0,13.49,0.0,0.0,0.0,13.152,2.938,810556.74052,313502.430632
300494,盛天网络,-2.263,13.39,13.04,13.77,13.03,13.7,2088089.0,2.44114,27897547.0,29.109,3.433,321360.0,114534.7125
300493,润欣科技,-2.493,10.95,11.0,11.12,10.65,11.23,1789800.0,1.15833,19574301.0,26.707,6.682,328500.0,169193.925
300492,山鼎设计,0.0,0.0,0.0,0.0,0.0,45.98,0.0,0.0,0.0,191.583,12.735,382553.6,113570.6
300491,通合科技,-3.237,13.75,13.9,14.13,13.49,14.21,761151.0,1.4933100000000001,10497635.0,26.961,4.999,200437.875,70084.73725
300490,华自科技,-4.873,10.15,10.45,10.56,9.91,10.67,1206754.0,1.32649,12362642.0,42.292,3.232,232015.426405,92337.971565
300489,中飞股份,-4.439,15.07,15.29,15.45,14.9,15.77,563145.0,1.16521,8548201.0,43.643,2.93,136760.25,72833.31
300488,恒锋工具,-1.482,27.25,27.3,27.57,26.6,27.66,330720.0,1.32246,8991477.0,22.899,3.239,286633.95915,68146.8
300487,蓝晓科技,-9.542,21.71,23.11,23.59,21.6,24.0,21117316.0,24.96022,473687592.0,28.195,5.523,439396.83125,183675.010454
300486,东杰智能,-0.412,16.91,16.92,17.15,16.12,16.98,1126887.0,1.33742,18833222.0,-48.314,3.591,237218.351771,142481.272308
300485,赛升药业,-2.85,23.18,23.3,23.7,22.83,23.86,977110.0,1.15662,22721843.0,21.463,2.488,556320.0,195824.64
300484,蓝海华腾,-4.251,15.99,16.2,16.5,15.83,16.7,1434620.0,1.52804,23177939.0,10.057,4.853,332592.0,150123.714
300483,沃施股份,0.334,30.06,29.01,30.37,28.63,29.96,646400.0,1.9973400000000001,19038182.0,334.0,4.633,184869.0,97283.178
300482,万孚生物,-0.748,58.4,59.5,60.1,57.6,58.84,1245400.0,1.17373,73106641.0,71.22,10.617,1039820.76,619659.04
300481,濮阳惠成,-3.52,18.09,18.16,18.55,17.66,18.75,2606410.0,3.57336,47348495.0,44.122,5.878,310019.184,131948.46
300480,光力科技,2.506,13.5,13.16,13.5,12.29,13.17,1372466.0,2.1204,17579342.0,79.412,4.077,259568.64585,87380.92755
300479,神思电子,0.474,14.83,14.24,15.43,13.7,14.76,3387501.0,3.84943,49785149.0,115.14,5.876,237280.0,130504.0
300478,杭州高新,-2.435,33.65,33.7,33.97,32.51,34.49,571116.0,2.36291,19071200.0,63.491,4.299,224344.55,81332.05
300477,合纵科技,0.0,0.0,0.0,0.0,0.0,19.61,0.0,0.0,0.0,61.281,3.406,634268.718748,237257.124825
300476,胜宏科技,-1.494,23.07,22.6,23.58,22.01,23.42,10774253.0,5.77792,246561107.0,32.042,3.657,986509.055394,430193.211
300475,聚隆科技,0.156,12.82,12.58,12.95,12.3,12.8,663700.0,0.9154500000000001,8336550.0,26.708,2.193,256400.0,92945.0
300474,景嘉微,-3.626,40.67,40.44,42.74,40.0,42.2,2522902.0,3.76553,104319711.0,92.432,11.021,1099700.532,272489.0
300473,德尔股份,-3.087,36.1,36.58,37.2,35.74,37.25,470639.0,1.01592,17155846.0,32.905,2.404,378797.3,167238.61807
300472,新元科技,0.045,22.01,21.61,22.04,20.01,22.0,385250.0,1.1584699999999999,8375143.0,115.842,5.662,250119.557854,73194.255
300471,厚普股份,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,7.224,1.752,305756.55,180783.178125
300470,日机密封,-6.196,36.03,38.05,38.05,34.57,38.41,1748638.0,2.71109,61271262.0,39.163,4.064,384368.04,232391.6985
300469,信息发展,-7.547,29.4,30.6,30.9,29.3,31.8,719620.0,2.51576,21608118.0,66.067,4.4030000000000005,200802.0,84097.2594
300468,四方精创,-3.099,32.21,32.19,32.96,31.5,33.24,1552158.0,2.32156,50081575.0,43.527,3.725,347499.35655,215350.80977
300467,迅游科技,-3.184,34.66,33.98,35.53,33.8,35.8,1941850.0,1.9487,67339737.0,144.417,9.882,785434.796994,345381.281614
300466,赛摩电气,-8.188,8.41,8.9,8.93,8.28,9.16,6947100.0,3.89848,60191538.0,40.048,3.331,464862.210919,149866.2
300465,高伟达,-2.915,7.66,7.69,7.86,7.58,7.89,4919460.0,1.8290700000000002,37863680.0,141.852,3.255,344597.552862,206023.36
300464,星徽精密,-2.828,7.56,7.69,7.94,7.52,7.78,1102050.0,1.19832,8504642.0,37.895,3.026,157249.89,69526.716336
300463,迈克生物,-1.922,21.43,21.41,21.83,21.0,21.85,1390700.0,0.43995000000000006,29834813.0,38.268,4.884,1195794.0,677406.768155
300462,华铭智能,-3.023,17.0,16.57,18.27,16.53,17.53,4365049.0,7.78947,75730091.0,48.571,4.116,234192.0,95264.26
300461,田中精机,-3.973,43.99,44.77,45.98,42.89,45.81,501924.0,2.12905,21973239.0,219.95,9.207,310322.1762,103706.425
300460,惠伦晶体,-2.392,10.2,10.27,10.33,10.01,10.45,377074.0,0.39345,3824538.0,60.0,2.5540000000000003,171639.684,97755.50358
300459,金科文化,-1.935,10.64,10.73,10.79,10.43,10.85,5042390.0,0.969,53506409.0,56.0,3.2800000000000002,2097391.90668,553673.446984
300458,全志科技,2.274,18.89,17.88,20.32,17.47,18.47,5808860.0,3.61907,109576196.0,20.533,3.132,628423.37724,303197.518988
300457,赢合科技,-2.015,21.4,21.16,22.0,20.63,21.84,3784259.0,2.7041,80846756.0,20.189,5.662,673652.0338,299482.83286
300456,耐威科技,2.156,27.95,26.99,27.96,25.25,27.36,4361421.0,6.06698,115271893.0,82.888,3.768,525003.41998,200926.683295
300455,康拓红外,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,0.0,46.833,6.552,440608.0,183780.744
300453,三鑫医疗,-2.203,11.54,11.51,11.7,11.21,11.8,997350.0,1.4017,11496696.0,50.174,3.221,183162.88,82110.3312
300452,山河药辅,-4.167,19.09,19.13,19.76,18.8,19.92,684936.0,1.6243400000000001,13161159.0,36.019,4.03,177155.2,80497.001536
300451,创业软件,-3.584,26.9,26.61,28.33,26.6,27.9,15705266.0,12.16987,432530765.0,38.429,3.205,653137.07603,347145.52758
300450,先导智能,3.663,54.06,51.01,54.85,50.7,52.15,5733110.0,3.39271,308541579.0,75.884,9.429,2379381.02745,913524.2604
300449,汉邦高科,0.0,0.0,0.0,0.0,0.0,16.99,0.0,0.0,0.0,77.227,2.294,264188.838932,141588.460349
300448,浩云科技,-3.597,17.42,17.64,17.98,17.07,18.07,653200.0,0.8058500000000001,11336002.0,39.591,3.705,380401.687978,141201.462974
300447,全信股份,-1.598,14.78,15.02,15.02,14.51,15.02,1084700.0,1.1508,16012739.0,26.374,3.62,462498.646534,139310.22759
300446,乐凯新材,-3.688,18.28,18.76,18.76,18.1,18.98,676935.0,0.8936100000000001,12428349.0,20.789,4.244,224478.4,138475.599248
300445,康斯特,-2.769,12.64,12.78,12.78,12.41,13.0,487700.0,1.19919,6146806.0,46.797,4.77,209336.6016,51405.89408
300444,双杰电气,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,48.794,4.647,553399.5669,193893.9777
300443,金雷风电,-3.042,12.75,12.84,12.97,12.61,13.15,1085200.0,0.8502400000000001,13868701.0,7.005,1.9,303522.42255,162734.93865
300442,普丽盛,-0.29,17.22,16.88,17.96,16.6,17.27,717804.0,1.23572,12496932.0,246.0,1.778,172200.0,100027.75125
300441,鲍斯股份,0.0,0.0,0.0,0.0,0.0,24.05,0.0,0.0,0.0,114.524,6.169,884950.709565,219240.25695
300440,运达科技,-2.888,8.07,8.09,8.32,8.01,8.31,2739489.0,1.35372,22236752.0,13.43,2.931,367983.93,163310.26584
300439,美康生物,-3.311,16.94,17.18,17.44,16.8,17.52,1091200.0,0.9884700000000001,18583302.0,32.577,3.658,587751.7646,187004.895
300438,鹏辉能源,-2.422,22.96,23.0,23.68,22.8,23.53,2216368.0,1.77682,51417866.0,41.745,3.279,645524.700408,286398.721224
300437,清水源,0.0,14.37,14.19,14.37,13.88,14.37,1632856.0,1.67399,23146169.0,62.587,2.821,313728.663705,140168.694645
300436,广生堂,-0.121,24.72,24.13,24.75,24.0,24.75,567580.0,1.01715,13781023.0,52.809,6.335,350518.9704,137940.5046
300435,中泰股份,-5.565,10.69,11.04,11.4,10.2,11.32,1290300.0,1.53895,13961193.0,44.542,3.575,266364.868,89627.819575
300434,金石东方,-6.906,20.76,21.5,22.18,20.67,22.3,554000.0,1.40433,11789745.0,110.602,1.978,463344.59904,81896.8506
300433,蓝思科技,-2.119,23.1,22.85,23.53,22.6,23.6,7962195.0,1.7974100000000002,183754676.0,40.526,4.12,6073060.63056,1023286.35486
300432,富临精工,0.453,15.52,15.12,15.98,15.03,15.45,2516159.0,1.47808,39082575.0,24.418,2.17,791504.7516,264198.83016
300431,暴风集团,-10.004,22.67,24.22,24.95,22.67,25.19,31679074.0,13.49774,753215307.0,113.35,8.308,752593.049175,532062.986652
300430,诚益通,-2.12,16.16,16.01,16.49,15.86,16.51,524340.0,0.8385400000000001,8471502.0,29.382,1.234,293044.250624,101048.696544
300429,强力新材,-2.439,23.6,23.8,24.1,23.53,24.19,1426735.0,1.42123,33930013.0,51.149,5.822,606958.94584,236914.2286
300428,四通新材,-2.381,15.99,16.03,16.23,15.58,16.38,1629500.0,2.61138,25916605.0,55.138,5.693,387597.6,99777.6
300427,红相电力,-2.813,12.44,12.5,12.64,11.99,12.8,1122800.0,1.12728,13887235.0,47.846,2.443,438617.961784,123905.125604
300426,唐德影视,-1.607,17.76,17.1,18.05,17.05,18.05,2931583.0,1.9510800000000001,51768436.0,39.467,6.245,710400.0,266851.39704
300425,环能科技,-3.699,7.29,7.51,7.51,7.2,7.57,2272828.0,1.40882,16764645.0,18.692,1.9140000000000001,273575.304414,117608.68791
300424,航新科技,0.0,0.0,0.0,0.0,0.0,23.43,0.0,0.0,0.0,52.067,6.334,562294.208256,288816.066462
300423,鲁亿通,-6.25,25.5,26.81,26.81,25.0,27.2,539800.0,1.1481,14083315.0,110.87,5.99,409044.14595,119892.61305
300422,博世科,-4.341,12.78,13.13,13.33,12.53,13.36,3481061.0,1.68058,45040776.0,26.103,4.233,455056.078482,264717.719748
300421,力星股份,-2.604,14.96,14.98,15.17,14.72,15.36,554700.0,0.9160300000000001,8298613.0,33.595,1.6520000000000001,199797.811752,90589.811752
300420,五洋停车,-4.334,5.96,6.13,6.15,5.75,6.23,2922300.0,1.59619,17612736.0,19.867,2.447,304654.12246,109115.309288
300419,浩丰科技,-4.006,6.95,7.0,7.16,6.83,7.24,3924694.0,1.73027,27538298.0,20.441,1.7229999999999999,255588.87015,157644.00884
300418,昆仑万维,-2.882,21.23,21.2,22.09,20.88,21.86,24768265.0,4.23761,533720196.0,45.17,5.941,2445581.816568,1240866.319231
300417,南华仪器,-4.604,18.44,18.3,18.87,18.0,19.33,566600.0,1.97675,10492031.0,42.844,3.823,150470.4,52854.918672
300416,苏试试验,-3.769,21.45,22.25,22.25,21.12,22.29,248681.0,0.32663000000000003,5349753.0,49.884,5.295,269412.0,163309.575
300415,伊之密,-1.997,15.21,14.97,15.63,14.8,15.52,3114138.0,1.03535,47601328.0,33.8,6.561,657072.0,457486.38
300414,中光防雷,-6.444,15.1,15.72,16.11,15.04,16.14,895400.0,1.07062,13878434.0,44.023,3.237,258077.65001,126286.9625
300413,快乐购,-5.698,30.95,31.53,32.68,30.65,32.82,6492691.0,3.15672,205521657.0,182.059,7.611,1241095.0,636575.16796
300412,迦南科技,-10.01,8.99,8.99,8.99,8.99,9.99,725600.0,0.32869000000000004,6523144.0,18.729,3.1,233911.709,198461.734175
300411,金盾股份,0.0,0.0,0.0,0.0,0.0,35.35,0.0,0.0,0.0,130.926,9.292,931610.83162,253862.2072
300410,正业科技,0.0,0.0,0.0,0.0,0.0,32.46,0.0,0.0,0.0,72.133,3.299,639811.834404,565300.011522
300409,道氏技术,-9.167,41.32,44.2,46.6,40.94,45.49,6508045.0,4.95712,281193467.0,87.915,7.046,888380.0,542477.371632
300408,三环集团,-2.734,19.92,20.14,20.48,19.58,20.48,15233752.0,0.9274800000000001,305131460.0,32.129,6.246,3468338.573424,3271848.58584
300407,凯发电气,-3.363,9.77,9.7,9.98,9.5,10.11,3162555.0,1.9186800000000002,30816562.0,21.711,2.761,270023.26,161038.289605
300406,九强生物,-2.74,14.2,14.3,14.47,14.0,14.6,1792674.0,0.54491,25447927.0,25.818,4.961,712609.1577,467161.55988
300405,科隆股份,-2.703,12.6,12.6,12.95,12.38,12.95,725700.0,1.3529900000000001,9158574.0,62.593,1.564,147710.2788,67582.10088
300404,博济医药,2.351,13.93,13.37,14.29,13.08,13.61,1727944.0,2.66184,23569812.0,887.261,4.236,187039.503,90427.047725
300403,地尔汉宇,-3.114,11.51,11.7,11.7,11.29,11.88,2035949.0,0.9474300000000001,23321394.0,8.051,2.668,385585.0,247340.287999
300402,宝色股份,-6.205,9.07,9.5,9.5,9.05,9.67,1381700.0,1.60104,12754788.0,-18.51,3.101,183214.0,78274.1
300401,花园生物,-10.0,41.85,45.22,45.89,41.85,46.5,5431300.0,3.15812,238791902.0,174.375,8.961,802328.63931,719731.278
300400,劲拓股份,-2.566,12.53,12.83,13.09,12.2,12.86,4036400.0,2.59308,51195214.0,29.14,6.458,305042.85,195042.16795
300399,京天利,-3.107,14.97,15.27,15.3,14.8,15.45,864500.0,0.98172,13025624.0,149.7,5.272,227544.0,131825.330481
300398,飞凯材料,-5.756,16.21,16.29,16.84,15.88,17.2,2761600.0,0.75868,45082299.0,24.938,7.178,691746.523947,590044.0
300397,天和防务,-1.559,15.15,14.72,15.23,14.48,15.39,3025172.0,1.97801,44951559.0,-52.241,3.076,363600.0,231704.5545
300396,迪瑞医疗,-2.507,36.56,36.9,36.99,35.51,37.5,935406.0,0.6926100000000001,34060566.0,44.585,4.675,560647.6,493763.365
300395,菲利华,0.0,13.48,12.97,13.9,12.96,13.48,2057459.0,0.7726700000000001,27666551.0,24.389,4.65,403352.604,358945.050428
300394,天孚通信,-2.401,15.85,15.8,16.13,15.51,16.24,1073757.0,1.5112,17054797.0,24.228,3.767,294572.25,112619.639
300393,中来股份,-2.592,34.2,34.74,35.49,33.61,35.11,1029988.0,0.95352,35611510.0,37.174,5.293,826701.82902,369426.23856
300392,腾信股份,0.0,0.0,0.0,0.0,0.0,14.93,0.0,0.0,0.0,-21.638,9.109,573312.0,245656.123828
300391,康跃科技,-6.313,11.13,11.3,11.72,10.85,11.88,1261025.0,2.04463,14264364.0,371.0,2.391,259949.395104,68644.275
300390,天华超净,-1.727,5.69,5.7,5.73,5.55,5.79,2081730.0,1.12633,11757451.0,113.8,2.38,196047.5275,105164.936798
300389,艾比森,-0.379,13.15,12.85,13.78,12.68,13.2,3088647.0,2.2013,40829378.0,27.597,4.212,420330.98684,184508.114195
300388,国祯环保,-2.786,19.54,19.52,20.08,19.39,20.1,2089270.0,0.71252,41161405.0,47.659,3.518,597276.184518,572953.669864
300387,富邦股份,-3.106,14.04,14.06,14.45,13.92,14.49,874123.0,0.7058700000000001,12329796.0,20.348,2.291,175418.568,173865.4983
300386,飞天诚信,-4.562,13.18,13.52,13.64,13.1,13.81,3870696.0,1.8902,51862647.0,45.448,3.482,550981.992,269896.515668
300385,雪浪环境,0.142,21.13,20.48,21.17,19.95,21.1,885097.0,1.39013,18178187.0,28.585,3.151,274975.52969,134535.28051
300384,三联虹普,-7.945,20.74,22.0,22.0,20.62,22.53,714637.0,1.17428,15269834.0,37.902,2.19,347297.441114,126218.58981
300383,光环新网,0.0,0.0,0.0,0.0,0.0,13.19,0.0,0.0,0.0,26.38,3.024,1907737.480772,1800477.127541
300382,斯莱克,-3.047,12.41,12.2,12.5,12.0,12.8,1774781.0,0.8530200000000001,21809302.0,13.637,4.0,388598.975063,258199.449334
300381,溢多利,-2.255,9.97,10.11,10.14,9.86,10.2,728800.0,0.22747,7283630.0,33.694,2.114,405535.099902,319435.996436
300380,安硕信息,-3.283,16.79,16.83,17.2,16.3,17.36,2061992.0,2.92221,34533375.0,-119.929,5.874,230761.76,118474.796806
300379,东方通,-6.295,10.42,10.77,10.96,10.4,11.12,2993741.0,1.50779,32011261.0,11.852,1.6099999999999999,288667.039736,206890.377492
300378,鼎捷软件,-2.775,11.21,11.28,11.77,10.85,11.53,4174748.0,1.5997,46939516.0,70.063,2.47,296739.846103,292547.306103
300377,赢时胜,-3.743,10.8,10.9,11.16,10.59,11.22,13327794.0,2.61484,145105070.0,25.478,3.11,801773.9964,550473.99552
300376,易事特,-3.546,6.8,6.9,6.96,6.71,7.05,15240593.0,0.66278,104203813.0,7.583,3.813,1583498.29008,1563659.64708
300375,鹏翎股份,-2.301,13.16,13.2,13.28,12.9,13.47,1728328.0,1.29024,22616029.0,15.302,1.849,265423.343836,176283.423204
300374,恒通科技,-2.696,11.91,11.88,12.14,11.41,12.24,2294151.0,1.57644,27076546.0,45.808,2.747,292881.593367,173322.552192
300373,扬杰科技,1.285,22.86,21.91,23.16,21.8,22.57,7010772.0,3.01169,158559223.0,48.638,4.962,1080114.067098,532147.460976
300371,汇中股份,-1.985,17.28,17.08,17.62,17.07,17.63,826100.0,1.44124,14314768.0,39.184,3.63,207360.0,99046.57536
300370,安控科技,1.671,3.65,3.55,3.81,3.45,3.59,45495600.0,6.79207,165711267.0,23.263,2.731,349832.21476,244489.53337
300369,绿盟科技,0.0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,0.0,17.033,3.172,835534.798393,560660.060847
300368,汇金股份,-2.18,6.73,6.5,6.85,6.48,6.88,7069888.0,2.71163,47010045.0,80.024,3.478,370376.648902,175467.978167
300367,东方网力,-2.08,13.65,13.52,13.83,13.4,13.94,7804450.0,1.4217300000000002,106048320.0,32.609,3.479,1167250.057155,749302.8543
300366,创意信息,-1.149,9.46,9.01,9.51,9.01,9.57,3610985.0,1.31744,33568612.0,18.372,1.738,497195.0379,259289.45691
300365,恒华科技,1.912,31.44,30.12,32.16,30.1,30.85,2747830.0,2.66088,86330740.0,44.282,4.38,620400.561912,324673.806
300364,中文在线,-10.024,11.04,11.74,12.08,11.04,12.27,33558483.0,7.4384,387032857.0,80.702,3.013,785666.105424,498071.953728
300363,博腾股份,0.0,0.0,0.0,0.0,0.0,12.47,0.0,0.0,0.0,30.415,3.94,529624.185231,383564.413262
300362,天翔环境,-2.176,11.24,11.2,11.4,11.02,11.49,2112979.0,1.11751,23583608.0,37.035,2.675,491187.08956,212525.29618
300360,炬华科技,-3.118,8.39,8.41,8.5,8.26,8.66,2079678.0,0.76707,17440756.0,11.817,2.217,343670.46685,227470.194307
300359,全通教育,-3.584,8.07,8.1,8.29,7.9,8.37,7553738.0,1.82312,61103690.0,50.438,2.558,511454.388939,334365.315522
300358,楚天科技,-3.33,11.03,11.18,11.23,10.67,11.41,1629159.0,1.09437,17753778.0,33.424,2.776,529610.341805,164201.091851
300357,我武生物,-2.289,43.55,43.68,45.2,42.7,44.57,906077.0,0.6428400000000001,39820195.0,54.438,9.216,703768.0,613832.960325
300356,光一科技,0.0,0.0,0.0,0.0,0.0,6.99,0.0,0.0,0.0,17.978,2.043,289979.88438,257667.876828
300355,蒙草生态,-6.614,10.59,11.04,11.22,10.41,11.34,35516425.0,3.06582,386588228.0,30.257,4.8870000000000005,1698892.363779,1226812.69824
300354,东华测试,-2.037,9.62,9.56,9.74,9.4,9.82,1002103.0,1.381,9586381.0,672.727,3.85,133084.235362,69806.374638
300353,东土科技,-3.6,10.98,11.05,11.17,10.7,11.39,2666472.0,0.8135800000000001,29289439.0,43.885,2.622,567598.09968,359866.185138
300352,北信源,3.571,3.77,3.6,4.0,3.5,3.64,40200190.0,3.8512500000000003,154115235.0,25.133,2.547,546583.680799,393521.038768
300351,永贵电器,-2.385,11.46,11.41,11.66,11.25,11.74,2357407.0,0.99133,27007675.0,25.467,1.595,440758.948152,272520.481182
300350,华鹏飞,-3.058,6.34,6.3,6.45,6.2,6.54,3695979.0,1.6424,23379939.0,14.409,1.756,336412.62669,142672.363716
300349,金卡智能,-4.547,32.12,32.85,33.55,31.71,33.65,2838606.0,1.51911,92399541.0,66.917,2.686,766265.878488,600192.591944
300348,长亮科技,-8.086,17.05,17.43,18.03,16.88,18.55,13803676.0,7.45726,240151464.0,46.738,5.169,510307.94243,315602.13245
300347,泰格医药,-4.9,34.16,35.2,36.76,34.1,35.92,3924135.0,1.2927,138929682.0,113.867,7.186,1708603.050392,1036962.589432
300346,南大光电,-3.795,22.31,22.9,22.9,22.01,23.19,840954.0,0.6896100000000001,18875370.0,475.693,2.969,358887.584,272062.398321
300345,红宇新材,-4.819,4.74,4.64,4.82,4.6,4.98,7853250.0,2.40362,36908941.0,225.714,2.658,209174.058942,154868.130636
300344,太空板业,-0.246,8.1,7.83,8.11,7.7,8.12,7034203.0,3.63902,55666563.0,79.024,4.255,273575.232,156572.48565
300343,联创互联,-2.606,14.2,14.11,14.94,13.69,14.58,24662180.0,6.80009,354480276.0,39.444,1.998,838357.6198,514997.4137
300342,天银机电,-0.682,13.1,12.81,13.2,12.81,13.19,784225.0,0.19794,10222974.0,25.192,4.358,565894.15632,519014.54348
300341,麦迪电气,-4.8,5.95,6.07,6.22,5.88,6.25,2247994.0,0.6061500000000001,13531510.0,26.551,2.894,303575.74492,220663.69325
300340,科恒股份,0.447,40.46,38.88,40.5,38.6,40.28,5128987.0,6.03214,203708880.0,122.273,3.287,476854.188188,344022.001372
300339,润和软件,-0.66,9.03,8.82,9.06,8.68,9.09,3953114.0,0.7654700000000001,35041491.0,10.624,1.806,719503.935423,466336.695447
300338,开元股份,-8.813,17.28,18.22,18.53,17.28,18.95,1884252.0,1.1146,33603302.0,738.462,2.85,586862.827776,292121.814528
300337,银邦股份,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,820.225,3.903,600001.6,511410.59288
300336,新文化,-3.238,10.16,10.17,10.44,9.9,10.5,8418110.0,1.85703,85596919.0,20.735,1.851,546148.83912,460562.697872
300335,迪森股份,-2.311,14.37,14.33,14.38,13.82,14.71,5701439.0,2.16552,80524166.0,41.057,4.322,520780.360665,378337.357734
300334,津膜科技,-2.846,9.56,9.41,9.66,9.24,9.84,6109100.0,2.22275,57967268.0,55.679,1.9969999999999999,286142.989956,262751.61924
300333,兆日科技,-0.29,6.88,6.7,6.95,6.58,6.9,7208187.0,2.17839,48806320.0,120.914,2.683,231168.0,227655.806784
300332,天壕环境,-4.505,5.3,5.45,5.47,5.25,5.55,4969600.0,0.78522,26703609.0,66.25,1.419,471133.99392,335431.28713
300331,苏大维格,-3.931,13.93,14.0,14.36,13.81,14.5,2285500.0,1.74842,32186711.0,81.941,2.29,314886.035513,182089.81182
300330,华虹计通,-2.804,8.32,8.44,8.53,8.23,8.56,1759257.0,1.04906,14811273.0,-48.941,3.702,139776.0,139524.787584
300329,海伦钢琴,-2.953,7.23,7.26,7.44,7.08,7.45,1572638.0,0.6268400000000001,11410608.0,54.566,2.202,181682.58324,181389.76824
300328,宜安科技,1.937,8.42,7.92,9.0,7.92,8.26,6200845.0,1.51136,53117146.0,110.935,4.59,345457.7808,345457.7808
300327,中颖电子,-2.095,22.9,22.8,23.37,22.48,23.39,2519764.0,1.21371,57630480.0,40.395,6.456,480867.78657,475423.55889
300326,凯利泰,0.0,0.0,0.0,0.0,0.0,8.96,0.0,0.0,0.0,39.178,3.231,641166.787968,574333.561088
300325,德威新材,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,70.625,3.814,571029.897525,449066.797415
300324,旋极信息,-0.95,15.64,15.4,15.85,15.11,15.79,9536378.0,1.4074900000000001,147736591.0,41.975,3.635,1833314.84898,1059680.918016
300323,华灿光电,2.0,16.32,15.64,16.75,15.4,16.0,21973731.0,3.18545,358849833.0,46.629,3.624,1374619.783488,1125777.319488
